   1   1   2   3   4   5   6   7   8   9
   2   1   2   3   4   5   6   7   8   9
   3   1   2   3   4   5   6   7   8   9
   4   1   2   3   4   5   6   7   8   9
   5   1   2   3   4   5   6   7   8   9
   6   1   2   3   4   5   6   7   8   9
   7   1   2   3   4   5   6   7   8   9
   8   1   2   3   4   5   6   7   8   9
   9   1   2   3   4   5   6   7   8   9
  10   1   2   3   4   5   6   7   8   9
  11   1   2   3   4   5   6   7   8   9
  12   1   2   3   4   5   6   7   8   9
  13   1   2   3   4   5   6   7   8   9
  14   1   2   3   4   5   6   7   8   9
  15   1   2   3   4   5   6   7   8   9
  16   1   2   3   4   5   6   7   8   9
  17   1   2   3   4   5   6   7   8   9
  18   1   2   3   4   5   6   7   8   9
  19   1   2   3   4   5   6   7   8   9
  20   1   2   3   4   5   6   7   8   9
  21   1   2   3   4   5   6   7   8   9
  22   1   2   3   4   5   6   7   8   9
  23   1   2   3   4   5   6   7   8   9
  24   1   2   3   4   5   6   7   8   9
  25   1   2   3   4   5   6   7   8   9
  26   1   2   3   4   5   6   7   8   9
  27   1   2   3   4   5   6   7   8   9
  28   1   2   3   4   5   6   7   8   9
  29   1   2   3   4   5   6   7   8   9
  30   1   2   3   4   5   6   7   8   9
  31   1   2   3   4   5   6   7   8   9
  32   1   2   3   4   5   6   7   8   9
  33   1   2   3   4   5   6   7   8   9
  34   1   2   3   4   5   6   7   8   9
  35   1   2   3   4   5   6   7   8   9
  36   1   2   3   4   5   6   7   8   9
  37   1   2   3   4   5   6   7   8   9
  38   1   2   3   4   5   6   7   8   9
  39   1   2   3   4   5   6   7   8   9
  40   1   2   3   4   5   6   7   8   9
  41   1   2   3   4   5   6   7   8   9
  42   1   2   3   4   5   6   7   8   9
  43   1   2   3   4   5   6   7   8   9
  44   1   2   3   4   5   6   7   8   9
  45   1   2   3   4   5   6   7   8   9
  46   1   2   3   4   5   6   7   8   9
  47   1   2   3   4   5   6   7   8   9
  48   1   2   3   4   5   6   7   8   9
  49   1   2   3   4   5   6   7   8   9
  50   1   2   3   4   5   6   7   8   9
  51   1   2   3   4   5   6   7   8   9
  52   1   2   3   4   5   6   7   8   9
  53   1   2   3   4   5   6   7   8   9
  54   1   2   3   4   5   6   7   8   9
